data_snapshot;area;conhecimento_total_area;hhi_conhecimento;share_top1;share_top2;analista_top1;analista_top2;n_analistas_com_conhecimento;cenario;n_analistas_cenario;execucao
2026-01-01 09:00:00;Concorrencial;1,0863865133199038;0,1428571428571429;0,14285714285714288;0,28571428571428575;Jacó;Eva;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-01 09:00:00;Contencioso;1,0863865133199038;0,1428571428571429;0,14285714285714288;0,28571428571428575;Jacó;Eva;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-01 09:00:00;Contratos;1,0863865133199038;0,1428571428571429;0,14285714285714288;0,28571428571428575;Jacó;Eva;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-01 09:00:00;Direito digital;1,0863865133199038;0,1428571428571429;0,14285714285714288;0,28571428571428575;Jacó;Eva;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-01 09:00:00;Direito financeiro;1,0863865133199038;0,1428571428571429;0,14285714285714288;0,28571428571428575;Jacó;Eva;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-01 09:00:00;Governança;1,0863865133199038;0,1428571428571429;0,14285714285714288;0,28571428571428575;Jacó;Eva;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-01 09:00:00;Propriedade intelectual;1,0863865133199038;0,1428571428571429;0,14285714285714288;0,28571428571428575;Jacó;Eva;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-01 09:00:00;Regulatório;1,0863865133199038;0,1428571428571429;0,14285714285714288;0,28571428571428575;Jacó;Eva;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-01 09:00:00;Societário;1,0863865133199038;0,1428571428571429;0,14285714285714288;0,28571428571428575;Jacó;Eva;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-01 09:00:00;Trabalhista;1,0863865133199038;0,1428571428571429;0,14285714285714288;0,28571428571428575;Jacó;Eva;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-01 09:00:00;Tributário;1,0863865133199038;0,1428571428571429;0,14285714285714288;0,28571428571428575;Jacó;Eva;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-29 09:00:00;Concorrencial;1,2232386225987024;0,14833854621789122;0,2094056550446251;0,35551966073728525;Abraão;Esaú;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-29 09:00:00;Contencioso;1,1754233670308307;0,14777532014729394;0,20778464499926477;0,3398205374993873;Abraão;Jacó;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-29 09:00:00;Contratos;1,806779921950608;0,19762785604882102;0,29721232148064547;0,5641830364251667;Adão;Caim;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-29 09:00:00;Direito digital;1,1853402501293362;0,148199413818606;0,21047556436322074;0,3445609649790585;Eva;Jacó;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-29 09:00:00;Direito financeiro;1,309257974009766;0,16464601086876504;0,27932360577240656;0,40659649577168955;Esaú;Eva;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-29 09:00:00;Governança;1,3164959469608735;0,16342382697481284;0,27530473014994233;0,40187788557172766;Eva;Abraão;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-29 09:00:00;Propriedade intelectual;1,0988041921885903;0,14296661243513994;0,15254378659244586;0,2937864888270382;Abraão;Jacó;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-29 09:00:00;Regulatório;1,1966243079751335;0,14704608667389418;0,20193306935701838;0,34118566935542305;Davi;Esaú;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-29 09:00:00;Societário;1,819107601271189;0,21008677194246878;0,3558297966339816;0,5724023294543571;Jacó;Davi;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-29 09:00:00;Trabalhista;1,1007834810829977;0,14300376226708328;0,154067574603912;0,29505631216992667;Abraão;Jacó;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-01-29 09:00:00;Tributário;1,0863865133199038;0,1428571428571429;0,14285714285714288;0,28571428571428575;Jacó;Eva;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-02-26 09:00:00;Concorrencial;1,5180924841625123;0,19958090379071639;0,3629600649192007;0,48069485178527893;Abraão;Esaú;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-02-26 09:00:00;Contencioso;1,3404255539617633;0,17364423992927447;0,3053038736569388;0,4210865613807823;Abraão;Jacó;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-02-26 09:00:00;Contratos;2,5124886564087245;0,2555701940660425;0,3533594478048186;0,6865954648495767;Adão;Caim;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
2026-02-26 09:00:00;Direito digital;1,4006136246273257;0,1845231570064738;0,33182494046498057;0,44530150495788934;Eva;Jacó;7;cenario_3_sobrecarga;7;cenario_3_sobrecarga_7_analistas
