area_wk;tarefa_WK;descritivo;analista;data_aloc;inicio_wk;fim_wk;comp_est;comp_real;tempo_est_h;prazo_est;prazo_real;crit_aloc;resum_exec;data_envio;data_aval;retorno;status;xp_creditada;score_ahp_escolhido;aprendizado_norm_escolhido;especializacao_norm_escolhido;workload_norm_escolhido;contrib_aprendizagem_escolhido;contrib_especializacao_escolhido;contrib_workload_escolhido
Governança;Política de Governaça Corporativa;;Eva;2026-01-01 09:10:00;2026-01-01 11:05:00.000000000;2026-01-02 11:04:59.999999999;3,0;;8,0;2026-01-02 11:04:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contratos;Contrato de Mútuo, Doação ou Comodato;;Abraão;2026-01-01 09:11:00;2026-01-01 13:00:00.000000000;2026-01-02 13:00:00.000000000;3,0;;8,0;2026-01-02 13:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Regulatório;Preparação de informações e documentos para fiscalização;;Davi;2026-01-01 09:12:00;2026-01-01 15:03:00.000000000;2026-01-05 15:03:00.000000000;4,0;;16,0;2026-01-05 15:03:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contratos;Contrato de Agência, Franquia ou Parceria Empresarial;;Adão;2026-01-01 09:13:00;2026-01-02 09:00:59.999999999;2026-01-05 09:00:59.999999999;3,0;;8,0;2026-01-05 09:00:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contratos;Contrato de Mútuo, Doação ou Comodato;;Caim;2026-01-01 09:14:00;2026-01-02 11:02:00.000000000;2026-01-05 11:02:00.000000000;3,0;;8,0;2026-01-05 11:02:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Governança;Política de PLDFTP e Fraudes;;Esaú;2026-01-02 09:00:00;2026-01-02 11:03:59.999999999;2026-01-05 11:03:59.999999999;3,0;;8,0;2026-01-05 11:03:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contratos;Contrato de Mandato;;Adão;2026-01-02 09:01:00;2026-01-05 09:00:59.999999999;2026-01-06 09:00:59.999999999;3,0;;8,0;2026-01-06 09:00:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9338873685019285;1,0;1,0;0,5766944114233712;0,6586441863669917;0,1851740071976712;0,09006917493726561
Direito digital;Monitoramento regulatório (LGPD, IA, plataformas, cibersegurança);;Eva;2026-01-02 09:02:00;2026-01-02 11:04:59.999999999;2026-01-05 11:04:59.999999999;3,0;;8,0;2026-01-05 11:04:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Regulatório;Interface com áreas de produto, tecnologia e negócios;;Abraão;2026-01-02 09:03:00;2026-01-02 13:00:00.000000000;2026-01-02 15:00:00.000000000;1,0;;2,0;2026-01-02 15:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Governança;Elaboração e revisão de atas;;Abraão;2026-01-02 09:04:00;2026-01-02 15:00:00.000000000;2026-01-05 15:00:00.000000000;3,0;;8,0;2026-01-05 15:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Societário;Estruturação societária internacional;;Davi;2026-01-02 09:05:00;2026-01-05 15:03:00.000000000;2026-01-08 15:03:00.000000000;5,0;;24,0;2026-01-08 15:03:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8965939138711093;1,0;1,0;0,33791208791208815;0,6586441863669917;0,1851740071976712;0,052775720306446366
Contratos;Contrato de trabalho;;Adão;2026-01-02 09:06:00;2026-01-06 09:00:59.999999999;2026-01-06 11:00:59.999999999;1,0;;2,0;2026-01-06 11:00:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9666452894064944;1,0;1,0;0,7864366448641682;0,6586441863669917;0,1851740071976712;0,12282709584183146
Societário;Gestão de passivos;;Davi;2026-01-02 09:07:00;2026-01-08 15:03:00.000000000;2026-01-09 09:03:00.000000000;1,0;;2,0;2026-01-09 09:03:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Contratos;Contrato de Licenciamento de Software;;Adão;2026-01-02 09:08:00;2026-01-06 11:00:59.999999999;2026-01-08 11:00:59.999999999;4,0;;16,0;2026-01-08 11:00:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9584613629761669;1,0;1,0;0,734036646316861;0,6586441863669917;0,1851740071976712;0,114643169411504
Regulatório;Tradução da norma para áreas de negócio, compliance e produto;;Caim;2026-01-02 09:09:00;2026-01-05 11:02:00.000000000;2026-01-06 11:02:00.000000000;3,0;;8,0;2026-01-06 11:02:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contratos;Contrato de Locação;;Adão;2026-01-02 09:10:00;2026-01-08 11:00:59.999999999;2026-01-09 11:01:00.000000000;3,0;;8,0;2026-01-09 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,875245549835742;1,0;1,0;0,20122290161940687;0,6586441863669917;0,1851740071976712;0,031427356271079086
Direito financeiro;Apoio jurídico a emissões de valores mobiliários;;Esaú;2026-01-02 09:11:00;2026-01-05 11:03:59.999999999;2026-01-05 13:03:59.999999999;1,0;;2,0;2026-01-05 13:03:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Governança;Preparação de reuniões, materiais, pautas e apreentações;;Eva;2026-01-02 09:12:00;2026-01-05 11:04:59.999999999;2026-01-05 13:04:59.999999999;1,0;;2,0;2026-01-05 13:04:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contratos;Contrato de Joint Venture;;Adão;2026-01-02 09:13:00;2026-01-09 11:01:00.000000000;2026-01-14 11:00:59.999999999;5,0;;24,0;2026-01-14 11:00:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Contratos;Contrato de Transferência de Tecnologia;;Adão;2026-01-02 09:14:00;2026-01-14 11:00:59.999999999;2026-01-15 11:01:00.000000000;3,0;;8,0;2026-01-15 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Contratos;Contrato de Representação Comercial;;Caim;2026-01-05 09:00:00;2026-01-06 11:02:00.000000000;2026-01-07 11:02:00.000000000;3,0;;8,0;2026-01-07 11:02:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9849574692745618;1,0;1,0;0,9036857680880639;0,6586441863669917;0,1851740071976712;0,14113927570989893
Concorrencial;Revisão concorrencial de documentos;;Esaú;2026-01-05 09:01:00;2026-01-05 13:03:59.999999999;2026-01-06 13:04:00.000000000;3,0;;8,0;2026-01-06 13:04:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Direito digital;Avaliação jurídica de campanhas de marketing digital;;Eva;2026-01-05 09:02:00;2026-01-05 13:04:59.999999999;2026-01-05 15:04:59.999999999;1,0;;2,0;2026-01-05 15:04:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contencioso;Estratégia processual;;Abraão;2026-01-05 09:03:00;2026-01-05 15:00:00.000000000;2026-01-05 17:00:00.000000000;1,0;;2,0;2026-01-05 17:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contratos;Contrato de Agência, Franquia ou Parceria Empresarial;;Adão;2026-01-05 09:04:00;2026-01-15 11:01:00.000000000;2026-01-16 11:01:00.000000000;3,0;;8,0;2026-01-16 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Contratos;Contratos de Seguros ou Previdência;;Adão;2026-01-05 09:05:00;2026-01-16 11:01:00.000000000;2026-01-19 11:01:00.000000000;3,0;;8,0;2026-01-19 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Direito financeiro;Revisão de documentos de disclosure;;Eva;2026-01-05 09:06:00;2026-01-05 15:04:59.999999999;2026-01-06 15:05:00.000000000;3,0;;8,0;2026-01-06 15:05:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Societário;Gestão de Advisors e Governança da Operação;;Davi;2026-01-05 09:07:00;2026-01-09 09:03:00.000000000;2026-01-12 09:02:59.999999999;3,0;;8,0;2026-01-12 09:02:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9492523425609014;1,0;1,0;0,6750731817146104;0,6586441863669917;0,1851740071976712;0,10543414899623843
Governança;Acompanhamento de planos de mitigação;;Eva;2026-01-05 09:08:00;2026-01-06 15:05:00.000000000;2026-01-07 09:04:59.999999999;1,0;;2,0;2026-01-07 09:04:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9871636209532743;1,0;1,0;0,9178113037638587;0,6586441863669917;0,1851740071976712;0,14334542738861136
Societário;Atualização de Contrato Social / Estatuto;;Davi;2026-01-05 09:09:00;2026-01-12 09:02:59.999999999;2026-01-13 09:02:59.999999999;3,0;;8,0;2026-01-13 09:02:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9323716249096419;1,0;1,0;0,5669894167963934;0,6586441863669917;0,1851740071976712;0,08855343134497898
Direito digital;Comunicação de incidentes às autoridades competentes;;Abraão;2026-01-05 09:10:00;2026-01-06 09:00:00.000000000;2026-01-06 11:00:00.000000000;1,0;;2,0;2026-01-06 11:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Direito financeiro;Apoio a programas de prevenção à lavagem de dinheiro (PLD/FT);;Jacó;2026-01-05 09:11:00;2026-01-06 09:06:00.000000000;2026-01-06 11:06:00.000000000;1,0;;2,0;2026-01-06 11:06:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contratos;Contrato de Representação Comercial;;Adão;2026-01-05 09:12:00;2026-01-19 11:01:00.000000000;2026-01-20 11:01:00.000000000;3,0;;8,0;2026-01-20 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Concorrencial;Contencioso Administrativo Concorrencial;;Abraão;2026-01-05 09:13:00;2026-01-06 11:00:00.000000000;2026-01-08 11:00:00.000000000;4,0;;16,0;2026-01-08 11:00:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Direito digital;Análise de cláusulas de tratamento, compartilhamento e transferência de dados;;Jacó;2026-01-05 09:14:00;2026-01-06 11:06:00.000000000;2026-01-06 15:06:00.000000000;2,0;;4,0;2026-01-06 15:06:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Societário;Acordo de Sócios / Acionistas;;Davi;2026-01-06 09:00:00;2026-01-13 09:02:59.999999999;2026-01-14 09:02:59.999999999;3,0;;8,0;2026-01-14 09:02:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9279032456499692;1,0;1,0;0,5383793029703455;0,6586441863669917;0,1851740071976712;0,08408505208530621
Contratos;Outros tipos contratuais;;Adão;2026-01-06 09:01:00;2026-01-20 11:01:00.000000000;2026-01-21 11:01:00.000000000;3,0;;8,0;2026-01-21 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Direito financeiro;Revisão de documentos de disclosure;;Esaú;2026-01-06 09:02:00;2026-01-06 13:04:00.000000000;2026-01-07 13:04:00.000000000;3,0;;8,0;2026-01-07 13:04:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contratos;Contrato de prestação de serviços;;Adão;2026-01-06 09:03:00;2026-01-21 11:01:00.000000000;2026-01-22 11:01:00.000000000;3,0;;8,0;2026-01-22 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Concorrencial;Programa de Compliance Concorrencial;;Jacó;2026-01-06 09:04:00;2026-01-06 15:06:00.000000000;2026-01-07 15:06:00.000000000;3,0;;8,0;2026-01-07 15:06:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Direito digital;Apoio jurídico ao Encarregado/DPO;;Eva;2026-01-06 09:05:00;2026-01-07 09:04:59.999999999;2026-01-07 11:04:59.999999999;1,0;;2,0;2026-01-07 11:04:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Regulatório;Análise regulatória de modelos inovadores (open finance, cripto, tokenização);;Davi;2026-01-06 09:06:00;2026-01-14 09:02:59.999999999;2026-01-15 09:02:59.999999999;3,0;;8,0;2026-01-15 09:02:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9325154952680188;1,0;1,0;0,5679105891253644;0,6586441863669917;0,1851740071976712;0,08869730170335592
Contratos;Contrato de Transferência de Tecnologia;;Adão;2026-01-06 09:07:00;2026-01-22 11:01:00.000000000;2026-01-23 11:01:00.000000000;3,0;;8,0;2026-01-23 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Concorrencial;Gestão de canal de dúvidas;;Caim;2026-01-06 09:08:00;2026-01-07 11:02:00.000000000;2026-01-07 13:02:00.000000000;1,0;;2,0;2026-01-07 13:02:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Regulatório;Elaboração de pareceres e notas técnicas internas;;Davi;2026-01-06 09:09:00;2026-01-15 09:02:59.999999999;2026-01-16 09:02:59.999999999;3,0;;8,0;2026-01-16 09:02:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9251651455611698;1,0;1,0;0,5208478109784597;0,6586441863669917;0,1851740071976712;0,08134695199650684
Direito digital;Avaliação de uso de IA, algoritmos e automação;;Eva;2026-01-06 09:10:00;2026-01-07 11:04:59.999999999;2026-01-07 13:04:59.999999999;1,0;;2,0;2026-01-07 13:04:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;1,0;1,0;1,0;1,0;0,6586441863669917;0,1851740071976712;0,1561818064353371
Contratos;Contratos Administrativos;;Adão;2026-01-06 09:11:00;2026-01-23 11:01:00.000000000;2026-01-26 11:01:00.000000000;3,0;;8,0;2026-01-26 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Societário;Estruturação de veículos societários (SPVs);;Jacó;2026-01-06 09:12:00;2026-01-07 15:06:00.000000000;2026-01-12 15:06:00.000000000;5,0;;24,0;2026-01-12 15:06:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9968350148720323;1,0;1,0;0,979735250857928;0,6586441863669917;0,1851740071976712;0,15301682130736935
Contratos;Contrato de Mútuo, Doação ou Comodato;;Adão;2026-01-06 09:13:00;2026-01-26 11:01:00.000000000;2026-01-27 11:01:00.000000000;3,0;;8,0;2026-01-27 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Contratos;Contrato de Mandato;;Adão;2026-01-06 09:14:00;2026-01-27 11:01:00.000000000;2026-01-28 11:01:00.000000000;3,0;;8,0;2026-01-28 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Societário;Acordo de Sócios / Acionistas;;Jacó;2026-01-07 09:00:00;2026-01-12 15:06:00.000000000;2026-01-13 15:06:00.000000000;3,0;;8,0;2026-01-13 15:06:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9654939475539706;1,0;1,0;0,7790648396660994;0,6586441863669917;0,1851740071976712;0,12167575398930768
Governança;Treinamentos corporativos;;Eva;2026-01-07 09:01:00;2026-01-07 13:04:59.999999999;2026-01-07 15:04:59.999999999;1,0;;2,0;2026-01-07 15:04:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9999338119202283;1,0;1,0;0,9995762113316372;0,6586441863669917;0,1851740071976712;0,15611561835556537
Contratos;Contrato de Agência, Franquia ou Parceria Empresarial;;Adão;2026-01-07 09:02:00;2026-01-28 11:01:00.000000000;2026-01-29 11:01:00.000000000;3,0;;8,0;2026-01-29 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Contratos;Outros tipos contratuais;;Adão;2026-01-07 09:03:00;2026-01-29 11:01:00.000000000;2026-01-30 11:01:00.000000000;3,0;;8,0;2026-01-30 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Contratos;Contrato de Joint Venture;;Adão;2026-01-07 09:04:00;2026-01-30 11:01:00.000000000;2026-02-04 11:00:59.999999999;5,0;;24,0;2026-02-04 11:00:59.999999999;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Contratos;Contrato de Licença de Uso de Marca;;Adão;2026-01-07 09:05:00;2026-02-04 11:00:59.999999999;2026-02-05 11:01:00.000000000;3,0;;8,0;2026-02-05 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Concorrencial;Revisão concorrencial de documentos;;Esaú;2026-01-07 09:06:00;2026-01-07 13:04:00.000000000;2026-01-08 13:04:00.000000000;3,0;;8,0;2026-01-08 13:04:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9999686350423866;1,0;1,0;0,9997991766241587;0,6586441863669917;0,1851740071976712;0,15615044147772378
Contratos;Contrato de Mandato;;Adão;2026-01-07 09:07:00;2026-02-05 11:01:00.000000000;2026-02-06 11:01:00.000000000;3,0;;8,0;2026-02-06 11:01:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,8438181935646629;1,0;1,0;0,0;0,6586441863669917;0,1851740071976712;0,0
Societário;Gestão jurídica do encerramento de operações;;Jacó;2026-01-07 09:08:00;2026-01-13 15:06:00.000000000;2026-01-14 09:06:00.000000000;1,0;;2,0;2026-01-14 09:06:00.000000000;;AHP_APRENDIZAGEM_ESPECIALIZACAO_WORKLOAD;;;;;CONCLUIDA;True;0,9694189469916334;1,0;1,0;0,8041958041954916;0,6586441863669917;0,1851740071976712;0,12560075342697052
